Name,Street,AddressLine2,City,Postcode,URL
Error 1015,,,,,https://www.bestwestern.co.uk/hotels/the-craiglands-hotel-sure-hotel-collection-by-best-western-84222/
Error 1015,,,,,https://www.bestwestern.co.uk/hotels/the-croft-hotel-bw-signature-collection-by-best-western-84208/
Error 1015,,,,,https://www.bestwestern.co.uk/hotels/the-crown-london-worldhotels-distinctive-84364/
Error 1015,,,,,https://www.bestwestern.co.uk/hotels/the-inveraray-inn-bw-signature-collection-by-best-western-83551/
Error 1015,,,,,https://www.bestwestern.co.uk/hotels/the-jephson-hotel-bw-signature-collection-by-best-western-84342/
Error 1015,,,,,https://www.bestwestern.co.uk/hotels/the-kings-arms-worldhotels-distinctive-84400/
Error 1015,,,,,https://www.bestwestern.co.uk/hotels/the-lakeland-kendal-hotel-sure-hotel-collection-by-best-western-84393/
Error 1015,,,,,https://www.bestwestern.co.uk/hotels/the-magnum-hotel-sunderland-sure-hotel-collection-by-best-western-84390/
Error 1015,,,,,https://www.bestwestern.co.uk/hotels/the-merchants-house-bw-signature-collection-by-best-western-84356/
Error 1015,,,,,https://www.bestwestern.co.uk/hotels/the-milestone-peterborough-hotel-sure-hotel-collection-by-best-western-84350/
Error 1015,,,,,https://www.bestwestern.co.uk/hotels/the-monterey-hotel-sure-hotel-collection-by-best-western-84276/
Error 1015,,,,,https://www.bestwestern.co.uk/hotels/the-olde-bell-bw-signature-collection-by-best-western-84381/
Error 1015,,,,,https://www.bestwestern.co.uk/hotels/the-queen-at-chester-hotel-bw-premier-collection-by-best-western-84298/
Error 1015,,,,,https://www.bestwestern.co.uk/hotels/the-riverside-worldhotels-distinctive-84357/
Error 1015,,,,,https://www.bestwestern.co.uk/hotels/the-stuart-hotel-sure-hotel-collection-by-best-western-83971/
Error 1015,,,,,https://www.bestwestern.co.uk/hotels/the-watermill-hotel-sure-hotel-collection-by-best-western-84247/
Error 1015,,,,,https://www.bestwestern.co.uk/hotels/the-welcombe-hotel-bw-premier-collection-by-best-western-84318/
Error 1015,,,,,https://www.bestwestern.co.uk/hotels/velvet-hotel-worldhotels-crafted-84401/
Error 1015,,,,,https://www.bestwestern.co.uk/hotels/walworth-castle-hotel-bw-signature-collection-by-best-western-83869/
Error 1015,,,,,https://www.bestwestern.co.uk/hotels/weston-hall-hotel-sure-hotel-collection-by-best-western-83768/
Error 1015,,,,,https://www.bestwestern.co.uk/hotels/windmill-village-hotel-golf-club-spa-bw-signature-collection-by-best-western-83934/
Error 1015,,,,,https://www.bestwestern.co.uk/hotels/woodlands-hotel-bw-signature-collection-by-best-western-83507/
Error 1015,,,,,https://www.bestwestern.co.uk/hotels/woughton-house-hotel-worldhotels-distinctive-84353/
Error 1015,,,,,https://www.bestwestern.co.uk/hotels/york-pavilion-hotel-sure-hotel-collection-by-best-western-83287/
